filename,plddt full,plddt VSDI,plddt VSDII,plddt VSDIII,plddt VSDIV,plddt AG,plddt IFM,plddt SF,plddt partner,VSDI,VSDIII,VSDII,VSDIV,AG1,AG2,IFM,SF,iptm,plddt,ptm,CAM
hnaV1.2-CaM_unrelaxed_rank_052_alphafold2_multimer_v3_model_5_seed_010.r8.pdb,81.20663244353183,81.65330434782608,84.4495041322314,83.51732824427481,82.89583999999999,75.19833333333334,45.17666666666667,90.01954545454545,63.75127516778524,15.66280514467316,20.585941707874333,15.35451842292685,20.778311408774297,11.896940194856828,12.773751954692091,29.5726531951396,10.156510916648491,0.751,65.5,0.662,44.29170219126829
hnaV1.2-CaM_unrelaxed_rank_031_alphafold2_multimer_v3_model_4_seed_014.r2.pdb,79.5423613963039,80.4795652173913,83.28239669421488,81.76419847328245,81.65128,74.62916666666666,34.72666666666667,90.56363636363636,53.47973154362416,15.25417939451349,20.20256147125904,15.423755638624463,20.540078553890684,12.62880699036928,13.313509454685493,27.466689025071805,10.146209193585555,0.585,63.2,0.654,7.548887070290562
hnaV1.2-CaM_unrelaxed_rank_030_alphafold2_multimer_v3_model_3_seed_029.r0.pdb,79.1647433264887,82.19504347826087,82.08669421487603,84.23549618320611,80.44192,69.00500000000001,38.49,83.04272727272728,55.96114093959732,13.984324009404244,20.56286619126818,15.347731395877371,17.881114534614447,13.62664922128694,12.05620441930212,24.66204861725805,10.45937235210603,0.436,63.2,0.63,19.852546285048675
hnaV1.2-CaM_unrelaxed_rank_047_alphafold2_multimer_v3_model_5_seed_026.r8.pdb,80.70255989048597,81.27817391304347,83.55578512396694,81.60251908396947,82.20648,76.51666666666667,43.156666666666666,89.54,63.53127516778523,15.662784011790496,20.66177003550277,15.402120957842138,20.857369465011644,11.864268624740424,12.714462041313428,29.997227905258185,10.215322021355956,0.757,64.8,0.669,5.90171619107527
hnaV1.2-CaM_unrelaxed_rank_082_alphafold2_multimer_v3_model_2_seed_022.r3.pdb,78.91412046543464,80.6564347826087,83.64446280991736,80.82381679389313,81.542,72.30666666666667,32.70333333333333,89.14090909090909,55.79348993288591,14.90765618734213,19.60136704416302,14.997444649006043,20.28989898939864,11.93306364685951,12.314035122574566,27.078017154141847,10.347325161605776,0.551,63.4,0.646,12.86957085531604
hnaV1.2-CaM_unrelaxed_rank_068_alphafold2_multimer_v3_model_2_seed_015.r5.pdb,80.48934291581108,80.84217391304348,84.36570247933884,81.75206106870229,82.10072,75.94083333333333,68.39666666666666,90.15545454545456,59.82657718120805,14.853525372786086,19.742000253267143,14.82360128308907,20.2231977194508,11.887403627369602,12.527303381015408,8.76085857664647,10.298443037663509,0.655,64.7,0.659,6.113835212041617
hnaV1.2-CaM_unrelaxed_rank_081_alphafold2_multimer_v3_model_2_seed_016.pdb,80.31958932238193,81.85147826086957,84.65438016528925,80.95068702290075,82.05048,75.03666666666668,36.60666666666666,90.89681818181818,59.426778523489936,14.75817773304008,19.447061063307228,14.48718147190819,19.988059835811978,12.34106267709552,12.86364715001154,28.521155884711263,10.463128117346171,0.584,64.7,0.655,11.010995595312895
hnaV1.2-CaM_unrelaxed_rank_084_alphafold2_multimer_v3_model_1_seed_020.pdb,81.79533196440794,82.98991304347827,84.84247933884298,82.05519083969466,82.72967999999999,79.61916666666667,49.27,90.75863636363636,53.38281879194631,15.319379654542152,20.44878250654547,15.116872097097335,20.486458063804,12.885569021195764,13.122489283668704,26.968381152749973,10.155833840704563,0.567,65.4,0.67,16.97107144525648
hnaV1.2-CaM_unrelaxed_rank_098_alphafold2_multimer_v3_model_2_seed_012.r7.pdb,78.33537987679672,79.68713043478262,81.73033057851241,78.71854961832061,80.538,74.755,40.303333333333335,89.96272727272728,52.2138255033557,14.606005271805154,19.57483202993068,14.352434671511311,19.78354674976153,12.97796732928543,13.023060815338306,27.99459622855811,10.435258837230633,0.399,62.5,0.644,19.535561650487555
hnaV1.2-CaM_unrelaxed_rank_033_alphafold2_multimer_v3_model_5_seed_022.r3.pdb,79.7494045174538,79.62991304347827,83.31264462809918,82.5054961832061,81.3504,70.78583333333334,39.67666666666667,88.78636363636363,64.84483221476509,15.976902390638806,20.90517739699905,15.703225178287422,21.252164148622605,10.786244712595762,12.59736758215779,32.45968953948882,10.2543679473676,0.782,64.3,0.659,5.980296815376307
hnaV1.2-CaM_unrelaxed_rank_048_alphafold2_multimer_v3_model_3_seed_021.r5.pdb,81.85218343600273,82.20434782608696,84.95553719008265,84.31229007633587,84.21311999999999,74.63083333333333,72.20666666666666,90.20772727272728,66.08389261744966,16.05662100194185,21.163537251603284,15.932451223838724,21.872530306299726,12.389543736554629,13.438969119690697,7.543778960176392,10.416808580366636,0.767,66.1,0.654,43.59114860840444
hnaV1.2-CaM_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_018.r7.pdb,81.34338809034908,83.3864347826087,84.419173553719,83.07152671755726,83.22792,76.27416666666666,37.21666666666667,91.44954545454544,67.56208053691275,15.416170601027998,20.031226921983585,15.245538232545288,20.503939475135017,11.896669660035112,12.975541838397348,30.229603156508688,10.27157714277608,0.822,65.5,0.67,6.439564038038601
hnaV1.2-CaM_unrelaxed_rank_066_alphafold2_multimer_v3_model_3_seed_028.r3.pdb,81.27967830253252,81.85965217391305,84.56090909090909,83.69969465648855,82.88632000000001,76.52666666666666,73.54,90.03181818181818,54.516577181208056,15.873885031711676,21.095919652861784,15.68739478052363,21.04603321293588,12.852876448484208,13.453043187323829,7.263011909669432,10.411996638493502,0.574,64.8,0.646,9.86229025125503
hnaV1.2-CaM_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_016.r5.pdb,80.24624914442163,79.83704347826087,82.93884297520661,80.85099236641221,81.80392,76.19833333333334,42.01333333333333,89.685,69.65181208053691,15.607974051746751,20.50946013428925,15.353062365534765,20.867668029753588,11.846960327442646,12.572956772374589,30.822657996999546,10.315452195614112,0.836,65.1,0.668,6.310472723972429
hnaV1.2-CaM_unrelaxed_rank_054_alphafold2_multimer_v3_model_3_seed_024.r0.pdb,78.55403148528406,81.76304347826087,84.52702479338843,83.82198473282443,79.62536,65.50833333333334,59.92666666666667,83.30090909090909,57.22711409395973,14.363688697545625,20.4256428295415,15.21204811982923,17.15163210892771,10.96447846456912,12.917892165519884,10.353535676279863,10.580173013708237,0.43,63.0,0.626,17.167527661256294
hnaV1.2-CaM_unrelaxed_rank_063_alphafold2_multimer_v3_model_3_seed_017.r8.pdb,81.75273100616016,83.07799999999999,85.07504132231405,83.73618320610687,83.8956,75.02666666666666,38.77,89.67818181818183,65.62926174496644,15.814738126191022,20.85451399577559,15.537608213621557,21.061405200033544,11.701842632679693,12.886924419736465,30.302215315055765,10.330713431317315,0.727,65.9,0.658,6.064267144511363
hnaV1.2-CaM_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_017.r3.pdb,79.87655030800822,78.5724347826087,82.78876033057851,80.98839694656488,79.67496000000001,76.40583333333333,41.00666666666667,89.34636363636363,67.60208053691275,15.506599111346112,20.72892170374523,15.46341792748291,20.531083483343007,11.712192066389624,12.680244910884014,30.78006281670003,10.277508842127064,0.82,64.6,0.664,6.290411910201113
hnaV1.2-CaM_unrelaxed_rank_041_alphafold2_multimer_v3_model_3_seed_012.r0.pdb,77.58288843258043,79.62286956521739,84.42603305785123,83.55679389312978,76.5332,66.34083333333334,66.35333333333334,80.74954545454545,56.34630872483222,14.74783757030162,19.516811445520503,15.211506467145194,18.51222722959072,12.145629090335335,12.413094054263828,8.497231843371111,9.596276465379685,0.412,62.2,0.61,16.80732251133416
hnaV1.2-CaM_unrelaxed_rank_056_alphafold2_multimer_v3_model_2_seed_024.r0.pdb,76.52513347022587,78.8213043478261,82.06256198347107,79.40290076335879,80.30952,65.88083333333334,36.45666666666667,83.06,50.055838926174495,14.445232639178922,19.75821502565452,14.56623338409762,16.75146038409786,13.133991129888887,11.821131248742653,28.178982327259444,10.378657572152576,0.475,61.0,0.635,12.676488788304122
hnaV1.2-CaM_unrelaxed_rank_056_alphafold2_multimer_v3_model_2_seed_024.r1.pdb,78.74497604380562,78.26391304347827,81.99851239669421,79.21335877862596,82.43983999999999,74.63,44.60333333333333,87.1659090909091,52.26255033557047,14.151441481347405,19.52317745655148,14.210834950839446,18.998087824831213,11.77148932803322,11.664714441425474,28.609143870448133,9.927146065209277,0.468,62.7,0.656,6.773550029342072
hnaV1.2-CaM_unrelaxed_rank_041_alphafold2_multimer_v3_model_3_seed_012.r1.pdb,80.21462012320329,81.9491304347826,84.30578512396694,81.64251908396946,80.60464,76.17666666666666,64.74,89.01409090909091,49.53456375838926,14.391762122825682,19.727162745818266,14.524073533275711,19.10777383684452,11.760735521216349,12.219773729492704,8.119483050046968,9.922158535318816,0.372,63.4,0.643,28.21463850557012
hnaV1.2-CaM_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_017.r2.pdb,79.6452361396304,79.05078260869566,83.86561983471074,81.45320610687024,79.0548,76.57416666666667,38.43666666666667,89.10000000000001,61.39892617449665,15.066343053309254,20.148956523850064,15.143808602858131,20.0909065250924,11.858150024350342,12.278692234924696,29.53628876483977,10.002818902689382,0.722,64.0,0.654,5.870946261038334
hnaV1.2-CaM_unrelaxed_rank_034_alphafold2_multimer_v3_model_3_seed_013.r8.pdb,81.78826146475016,82.75365217391304,84.78561983471074,84.01893129770993,84.108,74.04583333333333,39.49,90.00136363636364,66.56993288590604,15.93828914909,20.875566986312013,15.611605266595744,20.997885655465407,12.141400331098552,13.048792013056229,29.785770579254788,10.388921455088589,0.807,65.9,0.659,6.312470356366042
hnaV1.2-CaM_unrelaxed_rank_054_alphafold2_multimer_v3_model_3_seed_024.r1.pdb,80.60258726899384,81.73895652173913,84.16066115702479,82.34106870229007,81.72847999999999,76.57833333333333,42.05,88.73590909090909,49.97201342281879,14.258906830469158,19.93770693936492,14.760824672083874,18.47933716343744,11.715316214255594,12.034156970889152,28.88964812869828,10.301769605266854,0.358,63.8,0.648,26.918141503454507
hnaV1.2-CaM_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_016.r4.pdb,81.33147843942504,81.18069565217392,84.3993388429752,82.49229007633588,82.32864,77.0425,43.75,89.815,67.55422818791946,15.670516328443044,20.55771064588662,15.450011812293218,20.920232049382243,11.841319985542151,12.75747863019962,30.735685530015427,10.20763875732287,0.826,65.7,0.668,6.225038875380619
hnaV1.2-CaM_unrelaxed_rank_013_alphafold2_multimer_v3_model_4_seed_013.pdb,80.94010266940452,82.50495652173913,84.0304958677686,82.28824427480916,83.02728,75.67666666666666,37.98,91.42590909090907,66.59295302013423,15.333309786213809,19.99113345961154,15.28283527360025,20.62911578328068,12.627398029681332,13.012439778919246,30.152974811782663,10.213315720176285,0.818,65.1,0.666,6.477845706714542
hnaV1.2-CaM_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_018.r6.pdb,81.23446269678303,82.3904347826087,84.59793388429752,82.14709923664122,83.6064,76.19083333333333,38.38666666666666,91.4,69.28825503355705,15.352312073430504,19.98974189428168,15.302940011644823,20.57809238000452,11.78229680495276,13.087513476592871,30.70842146708293,10.29061072045775,0.83,65.6,0.67,6.359299175223633
hnaV1.2-CaM_unrelaxed_rank_066_alphafold2_multimer_v3_model_3_seed_028.r2.pdb,80.55956194387406,82.37034782608696,84.49950413223141,83.0754961832061,82.2688,75.54583333333333,65.43666666666667,89.56818181818181,49.66953020134228,15.56238802369354,20.9006350381992,15.480927653083326,20.930584177227352,12.306920248380584,13.08812385332596,7.573226657112543,10.517560220887734,0.341,63.9,0.64,18.990156239483653
hnaV1.2-CaM_unrelaxed_rank_048_alphafold2_multimer_v3_model_3_seed_021.r4.pdb,81.60462012320329,81.7755652173913,84.83231404958677,83.75427480916031,83.54792,75.13,71.56333333333333,90.27,66.56442953020135,16.351933127309444,21.217769769700112,16.115710006077922,21.61430963505428,12.893939118826337,13.669624318173488,7.317450512302764,10.313585700424465,0.766,66.0,0.654,44.13037056268619
hnaV1.2-CaM_unrelaxed_rank_045_alphafold2_multimer_v3_model_1_seed_015.r8.pdb,81.72718001368925,83.34078260869566,84.67611570247934,83.95595419847328,83.16352,77.27166666666666,47.54333333333333,90.15818181818182,60.22536912751678,15.450853083244304,20.74889592243404,15.291243801600965,20.58204834315574,12.554166001770088,13.171658171999454,27.57593815267216,10.123718437412217,0.761,66.0,0.677,6.251172769968849
hnaV1.2-CaM_unrelaxed_rank_025_alphafold2_multimer_v3_model_4_seed_020.r8.pdb,81.18004791238877,82.41982608695653,84.93801652892562,82.76679389312977,83.11888,76.92083333333333,64.57333333333334,91.60681818181818,67.18771812080537,15.34942425630356,20.187549355976817,15.276290289203068,20.74307320528952,12.597210603939269,13.264341295367815,7.354767773356274,10.326646551519037,0.814,65.3,0.665,6.233384393730261
hnaV1.2-CaM_unrelaxed_rank_098_alphafold2_multimer_v3_model_2_seed_012.r6.pdb,80.45976043805614,81.58295652173912,84.29099173553718,81.23801526717557,81.98944,76.96416666666666,44.16666666666666,91.05636363636364,54.33389261744966,14.776967787743194,19.272313950327813,14.31789261728136,19.6965894001982,13.155239792569349,12.94376846208244,27.500242435295004,10.40149623852261,0.441,64.4,0.654,19.97479183871512
hnaV1.2-CaM_unrelaxed_rank_033_alphafold2_multimer_v3_model_5_seed_022.r2.pdb,79.98379876796714,80.0215652173913,84.12520661157025,82.58732824427481,81.09567999999999,71.49666666666667,39.696666666666665,88.49499999999999,62.58885906040268,15.696092411807468,20.67697001497076,15.359153166760205,20.804502902016186,11.12574370547875,12.088178274661573,32.52593858753349,10.004629628327075,0.733,64.3,0.659,6.156241223343998
hnaV1.2-CaM_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_017.pdb,81.5414031485284,83.18965217391303,84.82231404958678,82.59404580152672,83.79808,75.90083333333332,39.623333333333335,91.18681818181818,68.36375838926175,15.340104334716894,20.16053709602004,15.26579290439904,20.79336055090663,11.98334131200476,12.861370883385645,30.33656410999769,10.201676577896398,0.827,65.8,0.67,6.365141789465494
hnaV1.2-CaM_unrelaxed_rank_082_alphafold2_multimer_v3_model_2_seed_022.r2.pdb,79.61368925393566,80.41826086956522,83.9288429752066,80.8720610687023,81.64696,72.23333333333333,41.63666666666666,88.53318181818182,53.11496644295302,14.737254187941526,19.668775610088183,14.97708162493615,20.210860446799387,11.931823540431695,11.96657231624829,30.55216000547261,10.140553683108235,0.525,63.7,0.653,10.134804684847165
hnaV1.2-CaM_unrelaxed_rank_068_alphafold2_multimer_v3_model_2_seed_015.r4.pdb,79.59675564681724,80.31339130434783,83.37834710743802,80.40038167938931,81.91432,75.24,37.873333333333335,90.25636363636364,55.10604026845637,14.808166868319658,19.620314013797024,14.92831708532479,20.25290598901797,12.020465007644257,12.702463107602398,27.6491744903894,10.407247570803722,0.585,63.7,0.654,5.960472967810524
hnaV1.2-CaM_unrelaxed_rank_030_alphafold2_multimer_v3_model_3_seed_029.r1.pdb,81.10021902806297,81.20721739130435,84.43247933884298,82.99885496183207,82.1592,78.19833333333334,39.10333333333333,89.06863636363636,48.804899328859065,14.093727150757532,19.89952723056505,14.678787211483106,19.06436975092541,11.619363751944425,12.816635830045264,30.35443231226701,10.044572116322328,0.357,64.2,0.651,25.67053152936261
hnaV1.2-CaM_unrelaxed_rank_031_alphafold2_multimer_v3_model_4_seed_014.r3.pdb,80.73934976043806,82.06426086956522,84.22702479338842,83.01381679389313,83.27047999999999,76.43666666666667,36.330000000000005,91.20681818181818,58.538523489932885,15.283001308643533,20.14200012411876,15.360716747600028,20.54878570621632,12.60828878159126,13.01096468368122,28.092847061129284,10.341732833524564,0.697,64.4,0.665,5.766508995917722
hnaV1.2-CaM_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_017.r8.pdb,81.5414031485284,83.18965217391303,84.82231404958678,82.59404580152672,83.79808,75.90083333333332,39.623333333333335,91.18681818181818,68.36375838926175,15.340104334716894,20.16053709602004,15.26579290439904,20.79336055090663,11.98334131200476,12.861370883385645,30.33656410999769,10.201676577896398,0.827,65.8,0.67,6.365141789465494
hnaV1.2-CaM_unrelaxed_rank_023_alphafold2_multimer_v3_model_5_seed_014.r4.pdb,80.86728952772074,81.25678260869566,84.149173553719,82.48687022900764,82.84088,76.13583333333334,40.42666666666667,90.18136363636364,64.73013422818791,15.751409016338824,20.73736885431708,15.460874522484168,20.944599876817893,11.982428885664213,12.80804001399121,29.32004858454365,10.301709615398796,0.791,65.1,0.669,6.10622878706653
hnaV1.2-CaM_unrelaxed_rank_064_alphafold2_multimer_v3_model_3_seed_014.r7.pdb,81.85662559890486,82.95286956521738,85.57545454545453,83.64114503816793,84.52296000000001,75.4375,37.79333333333333,90.08727272727272,63.735838926174495,15.819612036962225,20.678568760917663,15.485745962012938,20.91525094279292,11.733119789723448,13.09875681123976,29.64196221575084,10.455679700526408,0.714,65.8,0.658,5.996155018009459
hnaV1.2-CaM_unrelaxed_rank_049_alphafold2_multimer_v3_model_4_seed_028.r2.pdb,79.64557837097878,81.0224347826087,83.5102479338843,81.38656488549618,82.76232,77.27,41.60333333333333,90.855,52.5055033557047,15.122064210946869,20.11585290262384,15.371957422527556,20.78441690305504,11.90189976432334,12.838866850310428,8.947902715161804,10.387755339821975,0.583,63.2,0.655,6.086329682164777
hnaV1.2-CaM_unrelaxed_rank_055_alphafold2_multimer_v3_model_4_seed_023.r2.pdb,80.19263518138261,81.37808695652174,83.87826446280992,82.24000000000001,81.70248,75.53,38.91666666666666,90.25272727272728,53.696241610738255,15.087370877657907,19.83610430502925,15.232352182115536,20.11215816365812,13.08997685253874,13.621306949041273,29.44894787594287,10.331971205921937,0.624,63.8,0.658,5.456914329545591
hnaV1.2-CaM_unrelaxed_rank_040_alphafold2_multimer_v3_model_3_seed_015.r6.pdb,81.79766598220397,82.55173913043478,85.11545454545454,84.28068702290076,83.8044,74.62583333333333,69.50333333333333,90.19136363636365,65.96805369127517,16.117333030002207,21.052264866279824,16.070316393898413,21.64036654033383,12.32574780692839,12.888721620083196,7.538532085227201,10.434465870374009,0.781,65.9,0.65,5.827821719991096
hnaV1.2-CaM_unrelaxed_rank_061_alphafold2_multimer_v3_model_3_seed_022.r0.pdb,79.08829568788501,82.91034782608696,85.64355371900827,85.19870229007634,76.31344,65.64916666666666,57.73666666666667,83.94772727272726,56.0296644295302,14.540321660816174,19.88526640505477,15.381595333384638,16.93576983783141,11.502190095803494,13.667591082557308,9.898712492036529,10.131629039794143,0.505,63.6,0.621,7.736483568133523
hnaV1.2-CaM_unrelaxed_rank_057_alphafold2_multimer_v3_model_3_seed_025.r2.pdb,80.71708418891171,82.324,84.52198347107438,83.7108396946565,81.74080000000001,75.50916666666667,36.2,87.07954545454545,50.9238255033557,15.68113863850454,20.595220756282263,15.472643536254555,17.991199126239472,11.874790356044189,12.364648680815804,29.00340190391465,10.151764280163324,0.401,64.2,0.646,17.983725392698812
hnaV1.2-CaM_unrelaxed_rank_090_alphafold2_multimer_v3_model_2_seed_026.r4.pdb,80.32462696783026,81.34791304347826,84.54314049586776,80.65641221374045,82.14184,75.66250000000001,38.76666666666667,90.94863636363635,55.66953020134228,14.861190564688956,19.65961243259897,14.708481566769562,20.270655786135784,12.413535596275542,13.113154997940043,27.87530127191453,10.442042855686813,0.451,64.2,0.653,20.53550245306893
hnaV1.2-CaM_unrelaxed_rank_039_alphafold2_multimer_v3_model_3_seed_018.r1.pdb,80.87507186858316,81.25713043478261,84.35520661157024,82.24351145038167,82.17928,75.21916666666667,51.02,89.70454545454545,58.09550335570469,14.617341960835423,19.914300916677945,14.912773652141308,20.17474743336332,11.503891950118447,12.18624839727141,9.242472666986902,10.29186499134146,0.608,64.7,0.653,7.850752129573318
hnaV1.2-CaM_unrelaxed_rank_027_alphafold2_multimer_v3_model_5_seed_012.pdb,81.31761122518823,81.17304347826087,84.36933884297521,83.14923664122136,83.03448,76.16083333333334,44.196666666666665,89.99499999999999,66.1478523489933,15.621326864258362,20.76505846367884,15.51498024491169,21.01082102155934,11.938633548275112,12.725867553923386,30.683739244101268,10.258768444603865,0.812,65.5,0.669,6.310220915308751
hnaV1.2-CaM_unrelaxed_rank_075_alphafold2_multimer_v3_model_1_seed_022.r7.pdb,82.0690212183436,83.74321739130434,85.06330578512397,83.02709923664122,83.08096,79.57333333333334,49.79,90.77590909090908,58.38583892617449,15.638317876293472,20.65844711008066,15.237651459460542,20.44849104457344,12.87656918592837,13.247404764707689,27.941790708542644,10.146820240843928,0.667,65.9,0.679,5.797845634371446
hnaV1.2-CaM_unrelaxed_rank_084_alphafold2_multimer_v3_model_1_seed_020.r7.pdb,81.7581040383299,83.624,85.35809917355373,83.01022900763358,83.22847999999999,78.97916666666667,44.17333333333334,90.92090909090908,53.28382550335571,15.44777763951825,20.503371430084368,15.158936671152103,20.487063088690874,12.805410340945736,13.250204375782284,26.95401137122265,10.162114986556686,0.561,65.4,0.668,20.605693994621973
hnaV1.2-CaM_unrelaxed_rank_008_alphafold2_multimer_v3_model_5_seed_011.r4.pdb,81.00607802874744,81.68565217391304,84.58933884297521,83.09152671755724,82.53312,74.85333333333334,42.29,89.96227272727273,67.02637583892617,15.627443904874529,20.524822532728507,15.3685844826386,21.15146240807004,11.875589837982783,12.978269530257108,29.43657835075265,10.432618127775982,0.82,65.4,0.667,6.155540106278244
