filename,plddt full,plddt VSDI,plddt VSDII,plddt VSDIII,plddt VSDIV,plddt AG,plddt IFM,plddt SF,VSDI,VSDII,VSDIII,VSDIV,AG1,AG2,IFM,SF,7W9K,7W9K_full
_hNaV1.7-alpha-only_unrelaxed_rank_085_alphafold2_ptm_model_5_seed_021.r2.pdb,73.50508333333333,72.96652173913043,78.28377049180328,75.62848,76.50448,62.7775,47.49,82.52,15.159881529880105,14.785353732663957,19.64249388443331,20.019920928914782,12.902017284130416,12.479123406714107,29.81172926886329,9.97024789059931,1.0464000729323149,8.116464918454328
_hNaV1.7-alpha-only_unrelaxed_rank_048_alphafold2_ptm_model_4_seed_032.pdb,76.60020833333334,77.36504347826087,81.56008196721311,79.14576,78.524,73.98416666666667,42.61333333333334,85.98227272727273,16.11367487570728,14.795069111024793,19.904589897810002,19.072272072304337,12.869675054172893,13.287775961386464,29.06920833115343,9.738215853019485,1.033731909347597,7.824251256491316
_hNaV1.7-alpha-only_unrelaxed_rank_031_alphafold2_ptm_model_2_seed_022.r5.pdb,75.78227777777778,75.76539130434783,81.2055737704918,77.17928,75.95216,69.87083333333334,41.126666666666665,82.71909090909091,15.729528473543,15.300922913340884,20.236284886312507,19.54310246608762,13.096856645775732,12.773100054411223,27.875020591920645,9.569209371729729,1.093917405143771,7.558307816887812
_hNaV1.7-alpha-only_unrelaxed_rank_094_alphafold2_ptm_model_5_seed_024.r0.pdb,72.48216666666667,75.84469565217391,77.88672131147541,75.02784,76.22175999999999,60.63833333333333,53.196666666666665,76.31272727272727,14.811355711075205,15.45626850180858,19.306012897540498,19.17861384459263,13.049361593579972,12.69145153242922,29.836555313909813,10.812683339486089,0.9894703496100256,7.617519902529755
_hNaV1.7-alpha-only_unrelaxed_rank_090_alphafold2_ptm_model_5_seed_031.r2.pdb,74.04996527777777,74.8555652173913,79.6354918032787,73.7944,76.28888,67.69166666666666,54.54333333333333,83.87545454545455,15.323196859663456,15.017145467764506,19.95711549798718,19.78729855235424,13.840801819258884,13.469915961133536,9.33731058710162,10.131634961841057,1.0450499550394283,7.76084249480937
_hNaV1.7-alpha-only_unrelaxed_rank_047_alphafold2_ptm_model_4_seed_030.r0.pdb,75.73688194444445,77.94626086956521,81.69532786885246,78.1104,79.93088,73.92666666666666,54.02,80.50272727272727,14.944920943250256,14.533705377500947,19.985361993218934,19.32585894598219,13.290559732381476,12.901369268414884,9.900714772176803,10.611897097126413,1.1324484527551684,6.869840751438428
_hNaV1.7-alpha-only_unrelaxed_rank_033_alphafold2_ptm_model_2_seed_025.r2.pdb,76.02884722222221,76.11747826086956,81.55483606557378,77.29360000000001,76.40176,69.62,43.59666666666666,82.26136363636364,16.41087864801882,14.91859983376456,19.854642681247125,19.515058647106343,12.923834918475244,12.482341326850504,28.71945091745314,9.717377475430292,1.151539457866951,7.44475762737591
_hNaV1.7-alpha-only_unrelaxed_rank_009_alphafold2_ptm_model_3_seed_039.r5.pdb,79.514375,79.90400000000001,84.48860655737705,82.0736,81.174,78.375,47.54,88.19090909090909,15.486724928144104,15.314459409329476,19.66229630536576,20.208564273594497,13.233285646429612,12.812511541458216,28.1378328412122,9.319154092512903,1.0374693892156577,7.683031852914612
_hNaV1.7-alpha-only_unrelaxed_rank_069_alphafold2_ptm_model_1_seed_024.r3.pdb,74.37118055555555,74.2515652173913,80.54532786885247,76.90768,73.97224,66.63250000000001,50.01,81.51636363636364,15.301418430982142,15.810181213382725,20.514531971263686,19.38644449093232,13.892982185261737,13.983162803886678,8.898306524277528,10.10283628492514,0.9825791505216204,7.7345059169806705
_hNaV1.7-alpha-only_unrelaxed_rank_028_alphafold2_ptm_model_2_seed_024.r5.pdb,75.92357638888889,76.17147826086956,81.28172131147542,77.50344,75.63304,70.89166666666667,40.73,82.68181818181819,16.05293269156761,15.18591788467197,20.37650796873694,19.34866078052949,13.10248548940238,12.60434532214982,27.71882497509589,9.812046473595608,1.1218687544334391,7.572669318959876
_hNaV1.7-alpha-only_unrelaxed_rank_028_alphafold2_ptm_model_2_seed_024.r4.pdb,75.96960416666667,76.14852173913043,81.72368852459017,77.43704,76.14208,70.81166666666667,37.01,82.95181818181818,15.872539494359431,15.176723427670414,20.046192506309023,19.519037629965265,13.353096794376953,12.32904169025314,27.88535850585393,9.883311843709071,1.114492121441788,7.679508986527861
_hNaV1.7-alpha-only_unrelaxed_rank_069_alphafold2_ptm_model_1_seed_024.r2.pdb,74.35251388888888,75.25547826086955,80.75344262295081,76.9084,74.14247999999999,65.85583333333334,50.92666666666667,80.68136363636364,15.14079618117885,15.71807631359512,20.364860151741777,19.322813537370795,13.48528865097073,13.847311399690556,8.897972184717144,10.320343502035191,1.0519867808791143,7.514855674228213
_hNaV1.7-alpha-only_unrelaxed_rank_009_alphafold2_ptm_model_3_seed_039.r4.pdb,79.03155555555556,79.71156521739131,84.4288524590164,82.06775999999999,80.91016,79.44333333333333,46.71,88.17272727272727,15.506202791141355,15.353722349971031,19.637019122056177,19.837091344247018,13.38959913514964,12.88304777605051,28.54171725737609,9.350418600255283,1.0587965017990313,7.7939106458427645
_hNaV1.7-alpha-only_unrelaxed_rank_045_alphafold2_ptm_model_4_seed_029.r6.pdb,76.56516666666667,77.0435652173913,82.2477868852459,79.06312,79.13864,73.3125,37.64666666666667,85.82954545454545,16.20324390361387,14.829423117572713,19.83920731783405,19.22413740587598,12.578947412243998,13.897171294907466,28.35924351952992,9.620205455186497,1.0637387658780375,7.387522404396643
_hNaV1.7-alpha-only_unrelaxed_rank_033_alphafold2_ptm_model_2_seed_025.r3.pdb,75.74230555555556,75.99000000000001,81.48606557377049,77.1352,75.68496,69.48416666666667,43.49,81.90090909090908,16.357353117176384,14.919462322751446,20.018086746739808,19.24919206096713,12.80178776577709,12.528792599448678,28.815055821566613,9.68903648460465,1.117659622643411,7.529868160885479
_hNaV1.7-alpha-only_unrelaxed_rank_090_alphafold2_ptm_model_5_seed_031.r3.pdb,73.95104166666667,74.57034782608696,78.68581967213115,75.01792,76.16264,67.25583333333333,53.57333333333333,84.3859090909091,15.369859791162703,14.857043582085904,19.73943487033,19.965356620907126,13.871982158293026,13.352323355880804,9.693301862626583,9.918357222846936,0.9990714186227962,8.101304359132255
_hNaV1.7-alpha-only_unrelaxed_rank_047_alphafold2_ptm_model_4_seed_030.r1.pdb,77.10860416666667,78.58817391304348,82.71147540983605,79.77592,79.68784,73.46249999999999,47.74,84.88272727272728,15.883207043919064,14.735077196947426,19.743315906908848,19.21537993379262,12.708912581334408,13.43548428602408,11.835501552532532,9.796332630122356,1.082294718314376,7.508201460971334
_hNaV1.7-alpha-only_unrelaxed_rank_074_alphafold2_ptm_model_1_seed_030.pdb,74.55742361111112,74.32765217391305,80.95,77.66176,73.91968,67.91416666666667,49.59666666666666,82.21863636363636,15.296035401371167,15.84845626551684,20.748181076904068,19.94230112098401,14.365679726347793,12.604200371304795,8.358152547064453,9.944126708766335,1.0360890918464014,7.3541243107520256
_hNaV1.7-alpha-only_unrelaxed_rank_082_alphafold2_ptm_model_5_seed_028.r6.pdb,74.47053472222223,74.98582608695654,79.57073770491803,75.03928,77.12392,64.79,44.51,84.54318181818182,15.29226327264869,14.97674333758845,19.500849827635715,20.0703166641685,13.743310263542767,14.142582826343991,29.370495484414285,9.787386065748096,1.0659485033995657,8.226284268861665
_hNaV1.7-alpha-only_unrelaxed_rank_024_alphafold2_ptm_model_2_seed_037.pdb,76.55556944444444,75.708,81.72754098360656,78.5252,76.46191999999999,73.56333333333333,45.34333333333333,84.59636363636363,16.335951946550285,14.951155774721895,20.176799077157906,19.52686685057283,13.621351254556208,12.364641118932648,27.45935126691816,9.667568929156907,1.1352052505578327,7.504934698426437
_hNaV1.7-alpha-only_unrelaxed_rank_094_alphafold2_ptm_model_5_seed_024.r1.pdb,73.07795138888889,73.84695652173913,77.69262295081967,74.52792,75.90056,63.12833333333333,50.04333333333333,81.50090909090909,15.036811530374385,15.02175708763792,19.399633888297995,19.499077567926133,12.347831348054603,13.036008323102587,29.91265702006427,10.185831188469598,1.057226961181012,7.905344631238163
_hNaV1.7-alpha-only_unrelaxed_rank_031_alphafold2_ptm_model_2_seed_022.r4.pdb,76.1828263888889,76.37921739130435,81.94180327868852,78.0748,76.122,70.33749999999999,38.62,83.24954545454545,15.698466804118167,15.232914363312098,20.222900138209653,19.544322091083128,13.187576691720128,12.79927568263142,27.25276822636556,9.548445423208957,1.0976059202860682,7.65170274570411
_hNaV1.7-alpha-only_unrelaxed_rank_085_alphafold2_ptm_model_5_seed_021.r3.pdb,73.92788888888889,74.33356521739131,79.12696721311475,75.14696,76.82336,61.63583333333333,47.47,83.46863636363636,15.138427527322644,14.680547196886089,19.825764197124915,20.25862056014673,12.651819948133944,12.495872798648358,30.197819970984664,9.923434939576111,1.0492434729519609,8.068644741898344
_hNaV1.7-alpha-only_unrelaxed_rank_058_alphafold2_ptm_model_1_seed_021.r4.pdb,74.6400625,74.20391304347827,80.82245901639344,77.81144,74.48544,68.1775,50.31,82.08863636363637,15.413394077879143,15.843161363818776,20.899703610338594,18.96102953428426,14.19358795372051,14.05199206518421,8.425554343780593,9.999889049384498,1.0432837712046636,7.317727174726718
_hNaV1.7-alpha-only_unrelaxed_rank_011_alphafold2_ptm_model_3_seed_036.r4.pdb,78.54239583333333,78.66182608695652,84.41401639344262,81.63064,81.0828,79.04166666666667,47.32666666666666,86.53727272727272,15.2777400488423,15.485441550049517,19.306479689472134,20.27232680281176,12.365519156105012,11.929507533842292,28.21961427801592,9.36423205607379,1.0288936591568751,7.826620017731157
_hNaV1.7-alpha-only_unrelaxed_rank_087_alphafold2_ptm_model_5_seed_034.r4.pdb,74.2312361111111,74.70286956521738,79.42401639344261,74.98024000000001,76.762,65.72083333333333,44.0,84.59136363636364,15.33759192311492,14.70462097437401,19.499145647950833,20.20121773557228,14.10945307231999,13.5150701441021,29.12930553583453,9.943920454227296,1.0405059204031268,7.839682011536076
_hNaV1.7-alpha-only_unrelaxed_rank_052_alphafold2_ptm_model_1_seed_029.r1.pdb,74.72621527777778,74.72165217391304,81.02180327868852,77.65672,74.85344,67.64416666666666,48.51,80.36227272727272,15.23979652095132,15.735397389325762,20.44808088794643,19.34910439787848,13.585379089300378,13.21068340397271,9.069919404272564,9.945771413017695,1.0247679182378278,7.548271233667227
_hNaV1.7-alpha-only_unrelaxed_rank_088_alphafold2_ptm_model_5_seed_030.r6.pdb,73.905375,74.09678260869565,78.24139344262295,75.32128,76.18184,64.32166666666667,48.403333333333336,84.02545454545454,15.242074596327102,14.597589869564086,19.455460441737173,20.209481215508724,12.84400704608963,13.20122077688272,30.16550110639636,9.63943406015104,1.0962315834951362,7.910480597006805
_hNaV1.7-alpha-only_unrelaxed_rank_081_alphafold2_ptm_model_1_seed_035.r0.pdb,71.881625,75.35417391304347,80.05721311475409,77.28880000000001,70.88368,64.53416666666666,45.906666666666666,74.56818181818181,15.358404669756556,15.169176444355838,20.663112398668307,17.20000249999982,14.532251683755,12.549436999323914,9.079296173162325,11.310239873672,1.1182631919814634,8.233727187752878
_hNaV1.7-alpha-only_unrelaxed_rank_008_alphafold2_ptm_model_3_seed_030.r4.pdb,79.41829861111111,80.32460869565217,84.70573770491804,82.21752000000001,80.9016,78.54083333333334,47.14666666666667,88.21863636363636,15.369146072570205,15.267958999158989,19.370393594349082,20.37321349223043,13.630222998909446,12.88189493048286,27.59322920573089,9.190936894571738,1.0360228773604234,7.854278658884585
_hNaV1.7-alpha-only_unrelaxed_rank_040_alphafold2_ptm_model_2_seed_023.r1.pdb,75.65055555555556,76.2633043478261,80.86590163934426,77.95183999999999,76.2076,66.33,54.583333333333336,81.57181818181817,16.023573945908574,15.222633970505894,20.16183287799004,19.133469993704747,12.07975012158778,12.039630351468436,10.051139139420965,9.867203757904264,1.09943258311633,7.596578959569302
_hNaV1.7-alpha-only_unrelaxed_rank_012_alphafold2_ptm_model_3_seed_034.r3.pdb,78.84244444444444,80.38104347826086,84.83762295081968,81.50056,80.36272,78.14916666666666,44.75,87.65590909090909,15.249096661769835,15.011165011417331,19.39460917368535,20.1641892720734,14.250407748552322,12.21324047908662,27.03079817541465,9.48860606200932,1.0696342681835416,7.42834858962551
_hNaV1.7-alpha-only_unrelaxed_rank_038_alphafold2_ptm_model_2_seed_028.r6.pdb,75.78264583333333,76.1128695652174,81.41950819672131,77.10047999999999,76.28304,70.86,40.71666666666667,81.72681818181819,16.41734911610276,15.27796956404875,20.181184553935378,19.57167764909284,13.481165268625707,12.7057515322786,28.157648712206065,9.780638169362978,1.0728388737834709,7.55487066992427
_hNaV1.7-alpha-only_unrelaxed_rank_067_alphafold2_ptm_model_1_seed_027.r5.pdb,74.65777083333333,74.73599999999999,80.90959016393442,77.46567999999999,73.74936,67.47416666666668,39.71666666666667,82.32318181818182,15.524196790816584,15.999318672993548,20.22095811280959,19.275741049308586,14.691425458409404,13.786952563927969,11.48347216655311,10.006874187277464,1.030208202570862,7.629979393427861
_hNaV1.7-alpha-only_unrelaxed_rank_038_alphafold2_ptm_model_2_seed_028.r4.pdb,75.85943055555556,76.43565217391304,81.52565573770491,77.44439999999999,76.288,69.45833333333333,43.38333333333333,81.545,16.417283392815026,15.20831594884851,20.073513145436202,19.61639227788841,13.29418150921673,13.13447973845938,28.18305457185221,9.695676665400924,1.1188398395758656,7.533797993234087
_hNaV1.7-alpha-only_unrelaxed_rank_012_alphafold2_ptm_model_3_seed_034.r1.pdb,79.54260416666668,81.23339130434783,85.33483606557377,82.89304,81.20608,77.865,49.73,87.69681818181817,15.425155850104076,14.752362658232068,19.436913566716296,18.453132769261703,14.134896391555191,11.917626189808102,11.64487586881028,9.47803460639388,1.0835546130222846,7.121307565848047
_hNaV1.7-alpha-only_unrelaxed_rank_040_alphafold2_ptm_model_2_seed_023.r3.pdb,75.20848611111111,75.66173913043478,81.41672131147541,77.3028,75.23039999999999,67.54333333333334,51.47,81.86954545454546,16.341762114288656,14.972945635378498,20.39657005479107,19.648423371863704,12.617640270668678,12.580863801822192,9.896736078121917,9.761021719061995,1.0677445781310182,7.456822292541051
_hNaV1.7-alpha-only_unrelaxed_rank_096_alphafold2_ptm_model_5_seed_039.pdb,73.5176875,73.67547826086957,78.70098360655739,73.93072000000001,76.01648,64.58833333333332,44.123333333333335,84.24136363636363,15.45004226531436,14.706769631703624,19.5878928933155,20.40146058496793,13.503326293917365,14.04809556487996,29.22848971466025,9.722181956742014,1.0488222298645102,7.764192800655872
_hNaV1.7-alpha-only_unrelaxed_rank_008_alphafold2_ptm_model_3_seed_030.r6.pdb,79.13265277777778,80.80965217391305,84.9093442622951,81.77272,80.45783999999999,78.71666666666667,45.903333333333336,87.59045454545455,15.410610403225435,15.22869587325192,19.235874245793976,20.641917885700447,13.38592835779424,12.671711604988491,27.636003618468425,9.207479242441984,1.020856039111799,7.766638980037154
_hNaV1.7-alpha-only_unrelaxed_rank_067_alphafold2_ptm_model_1_seed_027.pdb,74.65133333333333,74.00652173913043,80.73229508196721,77.86304,74.12536,68.10916666666667,44.31333333333333,82.35772727272727,15.207358745028673,15.92752501175245,20.26155342020942,19.48442016073355,14.657336490645225,13.69640029350778,10.631012839800356,9.91930506638444,1.0324218929788187,7.581461308376222
_hNaV1.7-alpha-only_unrelaxed_rank_081_alphafold2_ptm_model_1_seed_035.r2.pdb,75.07198611111112,75.26347826086956,81.41459016393442,77.8604,74.53072,68.72416666666668,52.656666666666666,82.16,15.18167981482945,15.56786912200896,20.448284353461048,18.639193357009848,14.839729950373084,13.314032672334855,8.433562058821884,10.310376229798797,1.1012609026984823,7.462669592131071
_hNaV1.7-alpha-only_unrelaxed_rank_052_alphafold2_ptm_model_1_seed_029.r3.pdb,74.25904861111111,73.07252173913044,80.48213114754098,77.26111999999999,74.28144,68.2925,37.77,81.06954545454545,15.290744226492052,15.782280792078186,20.39751215222092,19.395631105999104,14.314003597875754,13.897758164538624,26.323427322444164,9.6617884990306,0.9969488637477664,7.422953038187824
_hNaV1.7-alpha-only_unrelaxed_rank_088_alphafold2_ptm_model_5_seed_030.r4.pdb,74.07129166666667,73.90347826086956,78.62303278688525,74.8832,76.43336000000001,64.70666666666666,47.95,84.76454545454546,15.357969852815833,14.729837236032177,19.625467968942807,20.200767856692973,12.98731554248221,13.34037784322468,30.03356712080668,9.703103524130825,1.0492100225975882,8.090307557750368
_hNaV1.7-alpha-only_unrelaxed_rank_087_alphafold2_ptm_model_5_seed_034.r6.pdb,74.06065972222223,74.12391304347825,78.8988524590164,74.32575999999999,76.92632,66.47083333333333,44.656666666666666,85.1309090909091,15.290227336439443,14.655985739621883,19.454139662292963,20.242216677034165,13.825281696949252,13.517545968111223,29.16035380443797,9.71976527494363,1.0324577930478909,8.01649039630885
_hNaV1.7-alpha-only_unrelaxed_rank_011_alphafold2_ptm_model_3_seed_036.r6.pdb,79.23310416666666,80.30226086956522,84.99131147540984,82.09984,81.43536,80.05916666666667,47.39666666666667,87.61545454545454,15.320453028549776,15.432125615092692,19.15101947677982,20.604084303846168,12.505511504932535,11.7365121735548,28.4387429750332,9.264395231206406,1.0302172615747118,7.700266949751311
_hNaV1.7-alpha-only_unrelaxed_rank_013_alphafold2_ptm_model_3_seed_026.pdb,78.75866666666667,80.96269565217392,85.0665573770492,81.20384,81.1448,77.38083333333333,59.26,87.42636363636365,15.376309472692071,15.204481839247263,19.470791612053166,20.434624806930024,12.80527305448814,12.31015138006028,8.41792824868447,9.244887289740204,1.0405681685274195,7.588485597885768
_hNaV1.7-alpha-only_unrelaxed_rank_058_alphafold2_ptm_model_1_seed_021.r6.pdb,74.82291666666667,74.30486956521739,81.11598360655738,77.77688,74.49552,68.18333333333334,53.52,82.19909090909091,15.344112682067996,15.896230024757443,21.10123657513938,19.287224424473315,14.251882472150829,13.931011341607617,7.96859466907434,9.866648975209364,1.073234852627534,7.4765826869787295
_hNaV1.7-alpha-only_unrelaxed_rank_085_alphafold2_ptm_model_5_seed_021.r1.pdb,73.55792361111111,74.16234782608696,78.6177868852459,75.49784,76.24064,63.88583333333333,47.96666666666667,81.75500000000001,15.180396075201728,14.701380275334694,19.646924517593078,19.68392542152098,13.209614415265875,12.12203893740653,30.0043557837858,9.862163099442231,1.107739503862568,8.029350678586116
_hNaV1.7-alpha-only_unrelaxed_rank_031_alphafold2_ptm_model_2_seed_022.r6.pdb,75.99946527777777,76.03052173913044,81.22409836065574,77.19632,75.6808,71.235,41.876666666666665,82.84454545454545,15.784658121099742,15.270773326848907,20.217468956325867,19.501955824993555,13.171743924021602,12.770777501781168,28.323501849171123,9.551535688045142,1.1045617686051776,7.501083716473119
_hNaV1.7-alpha-only_unrelaxed_rank_094_alphafold2_ptm_model_5_seed_024.r3.pdb,73.44086805555555,73.16956521739131,78.5845081967213,74.37992,76.14583999999999,64.5775,46.66666666666666,83.21772727272727,15.230724802188504,14.88232851404645,19.73321314434119,20.05552387747575,12.67323036956245,13.682395038881168,30.53417290512386,9.963695298432205,1.023777224409728,8.198433690773816
_hNaV1.7-alpha-only_unrelaxed_rank_047_alphafold2_ptm_model_4_seed_030.r3.pdb,76.501625,77.02886956521739,81.3144262295082,79.842,78.75832000000001,73.21833333333333,37.50333333333333,85.8640909090909,15.773824552086282,14.822099210300816,19.909259152464717,19.73425377357857,12.845039859805809,13.749251979653296,21.02217376961764,9.628238935547872,1.0368173639121028,7.406071100900855
_hNaV1.7-alpha-only_unrelaxed_rank_090_alphafold2_ptm_model_5_seed_031.r1.pdb,73.680625,74.25147826086956,79.55303278688524,74.16344000000001,76.392,66.62,55.873333333333335,82.94318181818181,15.287774134909242,15.053248453406994,20.338996558335907,19.340209978177587,14.096433981684871,13.359109102032216,9.338043906514896,10.333222440265184,1.086061529165634,7.438992861146813
_hNaV1.7-alpha-only_unrelaxed_rank_082_alphafold2_ptm_model_5_seed_028.r4.pdb,74.21861805555555,74.57895652173913,78.95745901639344,75.00736,76.93656,64.83166666666666,44.66333333333333,84.31227272727273,15.3935303618111,14.896213747123795,19.49487340302573,20.134437315207,13.68524490098734,13.975250158762812,29.24306044175267,9.939436251619105,1.0565231083167324,8.07598446100623
_hNaV1.7-alpha-only_unrelaxed_rank_033_alphafold2_ptm_model_2_seed_025.r1.pdb,75.82320138888889,76.00208695652174,81.06786885245903,75.97288,76.04832,69.5775,43.78,81.73590909090909,16.507038044422146,14.844444381653362,18.773585912126645,19.434887342096943,12.228050580529995,12.092748777676643,29.230585505596704,9.63816185794781,1.1776475507889528,7.588995821362326
_hNaV1.7-alpha-only_unrelaxed_rank_045_alphafold2_ptm_model_4_seed_029.r4.pdb,76.39828472222221,77.01573913043478,81.77344262295082,79.03696000000001,79.06960000000001,73.375,37.63666666666666,85.37727272727273,16.085071650446572,14.878675848340809,19.909406093603092,19.673387379909947,12.898764785823486,13.745365364369183,25.640052749555725,9.53542809736406,1.0859766580340309,7.538385553211893
_hNaV1.7-alpha-only_unrelaxed_rank_069_alphafold2_ptm_model_1_seed_024.r0.pdb,71.90907638888889,74.42547826086957,79.79959016393443,77.79944,71.43632000000001,62.85833333333334,38.22666666666667,73.91909090909091,15.116506739323077,15.47823907943019,20.77332773052984,18.63827269357329,14.897620279762805,13.5415542313281,23.50375512551133,11.653549673811838,1.2859343939957697,7.672445073696561
_hNaV1.7-alpha-only_unrelaxed_rank_028_alphafold2_ptm_model_2_seed_024.r6.pdb,76.1611875,76.55608695652174,81.59655737704918,77.68248,75.95903999999999,71.33083333333333,42.59666666666666,82.67136363636364,16.14458627528126,15.174692220931536,20.332691238495705,19.35222491084681,13.32395778288118,12.33912630618554,27.917931585273287,9.69246501154376,1.1402377437616995,7.509044525224263
_hNaV1.7-alpha-only_unrelaxed_rank_009_alphafold2_ptm_model_3_seed_039.r6.pdb,79.21630555555555,80.58095652173913,84.48467213114753,81.26512,80.71264,78.36583333333333,46.15,87.97818181818182,15.50399387254781,15.24727700279627,19.603643258333385,20.43207042861785,13.285280162646176,12.87544158466031,28.078184004668103,9.317284368312476,1.045563223009753,7.750799906612672
_hNaV1.7-alpha-only_unrelaxed_rank_069_alphafold2_ptm_model_1_seed_024.r1.pdb,74.04475694444444,75.35191304347825,80.9261475409836,77.73447999999999,73.91616,64.90333333333334,38.196666666666665,80.17090909090909,14.839389003594452,15.626993632813704,20.263645624615528,18.578865465899685,14.14279367734678,13.734563626122238,12.48480208093024,10.56840957760438,1.0439333801812878,7.50087470940507
_hNaV1.7-alpha-only_unrelaxed_rank_045_alphafold2_ptm_model_4_seed_029.r5.pdb,77.09860416666668,77.25817391304348,82.34926229508197,79.18728,79.27176,74.0725,39.5,85.88363636363637,16.186580151471155,14.605207324786594,19.95300611436783,19.433278287514952,13.001232172375047,13.543608898665084,27.21956875117605,9.559541725417594,1.0949920959331634,7.595831341785207
_hNaV1.7-alpha-only_unrelaxed_rank_020_alphafold2_ptm_model_3_seed_029.pdb,78.11308333333334,78.95930434782609,84.26836065573771,80.62576,80.4936,77.9075,44.88666666666666,87.46772727272727,15.37770782659106,15.565994025438911,19.10261288410567,20.51119157923303,13.250121848496338,12.619386712514997,27.95941149237587,9.330682611684956,1.0368087393706764,7.731369907163901
_hNaV1.7-alpha-only_unrelaxed_rank_033_alphafold2_ptm_model_2_seed_025.r0.pdb,72.64967361111111,73.2633043478261,79.3039344262295,74.07584,74.78856,61.89166666666667,45.79333333333333,73.57136363636363,15.984399926178025,14.93266141717544,15.79723684699321,19.450166194662707,12.618900229417775,14.301782371438884,28.63143681340495,10.178118981422845,1.196824925279269,7.661412546079373
